procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,quantity_orginal,quantity_kg
MDM000458,2025-11-29,SCH0122,GOYAL RICE MILL,Pulses,0.8859999999999999,BAGS,3987,PAID,0.8859999999999999,44.3
MDM007587,2026-03-18,SCH0539,SINGH BROTHERS,Pulses,48500.0,GRAM,4365,Unknown,48500,48.5
MDM011249,2025-06-07,SCH0039,GOYAL ENTERPRISES,Pulses,0.446,BAGS,,DUE,0.446,22.3
MDM001040,2025-08-09,SCH0361,SHARMA TRADERS,Rice,32.7,KILOGRAM,1308,DUE,32.7 kg,32.7
MDM003373,2026-01-07,SCH0216,SHARMA & SONS,Mustard Oil,11.8,KILOGRAM,1416,PAID,11.8,11.8
MDM004605,2025-08-26,SCH0125,GOYAL ENTERPRISES,Pulses,14.6,KILOGRAM,1314,DUE,14.6,14.6
MDM011853,2025-04-24,SCH0497,KUMAR GENERAL STORE,Rice,,,1324,Unknown,,
MDM004157,2025-10-10,SCH0453,GOYAL ENTERPRISES,Mustard Oil,25500.0,GRAM,3060,Unknown,25500,25.5
MDM001044,2026-01-14,SCH0488,GOYAL RICE MILL,Wheat,1.118,BAGS,1677,DUE,1.118,55.900000000000006
MDM010514,2025-10-12,SCH0319,KUMAR & CO.,Wheat,11500.0,GRAM,345,Unknown,11500,11.5
MDM000100,2025-07-08,SCH0409,GOYAL RICE MILL,Mustard Oil,,,5700,Unknown,,
MDM005818,2025-10-21,SCH0295,GOYAL RICE MILL,Mustard Oil,48.2,KILOGRAM,5784,CLEARED,48.2 kg,48.2
MDM011621,2025-12-04,SCH0539,SHARMA & SONS,Pulses,,,3447,CLEARED,,
MDM006619,2025-07-06,SCH0043,SINGH AGRO,Rice,,,1084,CLEARED,,
MDM002020,2025-11-28,SCH0439,GOYAL ENTERPRISES,Pulses,55900.0,GRAM,5031,Unknown,55900,55.9
MDM010402,2025-07-15,SCH0378,KUMAR & CO.,Mustard Oil,46.1,KILOGRAM,5532,PAID,46.1,46.1
MDM009864,2025-10-21,SCH0118,SHARMA & SONS,Mustard Oil,0.782,BAGS,4692,PENDING,0.782,39.1
MDM008538,2025-05-18,SCH0541,SINGH AGRO,Rice,12900.0,GRAM,516,PAID,12900,12.9
MDM005841,2025-07-25,SCH0468,SHARMA TRADERS PVT LTD,Atta,0.906,BAGS,1359,PENDING,0.9059999999999999,45.300000000000004
MDM004025,2025-07-04,SCH0546,KUMAR GENERAL STORE,Pulses,42.7,KILOGRAM,3843,Unknown,42.7,42.7
MDM004554,2025-10-04,SCH0539,KUMAR & CO.,Rice,,,1796,Unknown,,
MDM007721,2025-09-09,SCH0234,S. AGRO WORKS,Wheat,0.684,BAGS,1026,Unknown,0.684,34.2
MDM002151,2026-03-27,SCH0019,SHARMA & SONS,Wheat,40400.0,GRAM,1212,Unknown,40400,40.4
MDM004246,2025-12-11,SCH0585,SINGH BROTHERS,Wheat,41.6,KILOGRAM,1248,PAID,41.6 kg,41.6
MDM009847,2026-01-17,SCH0314,GOYAL RICE MILL,Pulses,10.9,KILOGRAM,,DUE,10.9 kg,10.9
MDM007175,2025-10-06,SCH0545,GOYAL RICE MILL,Rice,36.0,KILOGRAM,1440,PENDING,36.0 kg,36.0
MDM005280,2025-02-07,SCH0457,SHARMA TRADERS,Mustard Oil,,,5088,PAID,,
MDM004499,2025-09-27,SCH0264,KUMAR SUPPLIES,Pulses,42.3,KILOGRAM,3806,CLEARED,42.3,42.3
MDM009564,2025-12-06,SCH0227,SHARMA & SONS,Mustard Oil,15.5,KILOGRAM,1860,DUE,15.5 kg,15.5
MDM006182,2025-02-11,SCH0311,SHARMA & SONS,Rice,22.1,KILOGRAM,,PENDING,22.1,22.1
MDM003283,2025-10-29,SCH0323,SHARMA & SONS,Atta,1.01,BAGS,1515,DUE,1.01,50.5
MDM011056,2025-10-12,SCH0079,SINGH AGRO,Rice,21600.0,GRAM,864,DUE,21600,21.6
MDM006663,2025-11-28,SCH0056,SHARMA & SONS,Rice,0.352,BAGS,704,PAID,0.352,17.599999999999998
MDM004920,2025-06-16,SCH0431,KUMAR SUPPLIES,Wheat,1.032,BAGS,1548,PENDING,1.032,51.6
MDM005991,2025-12-02,SCH0368,SINGH AGRO,Rice,30.4,KILOGRAM,,CLEARED,30.4,30.4
MDM011229,2025-09-30,SCH0589,KUMAR SUPPLIES,Rice,42100.0,GRAM,1684,PENDING,42100,42.1
MDM010619,2025-04-01,SCH0434,SHARMA & SONS,Mustard Oil,52600.0,GRAM,6312,PAID,52600,52.6
MDM005782,2026-02-01,SCH0229,GOYAL MILL,Mustard Oil,34100.0,GRAM,4092,Unknown,34100,34.1
MDM002251,2025-10-15,SCH0357,SINGH BROTHERS,Rice,13.7,KILOGRAM,548,PENDING,13.7 kg,13.7
MDM008442,2025-04-23,SCH0598,GOYAL MILL,Mustard Oil,43700.0,GRAM,5244,DUE,43700,43.7
MDM007699,2025-07-25,SCH0598,KUMAR & CO.,Wheat,,,498,PENDING,,
MDM001663,2025-01-08,SCH0404,SINGH BROTHERS,Pulses,38.2,KILOGRAM,3438,DUE,38.2 kg,38.2
MDM001594,2025-10-31,SCH0481,SHARMA & SONS,Mustard Oil,23500.0,GRAM,2820,Unknown,23500,23.5
MDM002088,2026-02-26,SCH0208,KUMAR GENERAL STORE,Pulses,0.462,KILOGRAM,2079,CLEARED,0.462,23.1
MDM002583,2025-08-14,SCH0364,SINGH BROTHERS,Mustard Oil,0.26,KILOGRAM,1560,PAID,0.26,13.0
MDM006674,2025-08-18,SCH0588,GOYAL RICE MILL,Mustard Oil,10900.0,GRAM,1308,CLEARED,10900,10.9
MDM000361,2025-05-21,SCH0203,GOYAL MILL,Pulses,0.232,BAGS,1044,CLEARED,0.232,11.600000000000001
MDM006339,2026-03-30,SCH0218,S. AGRO WORKS,Mustard Oil,48.1,KILOGRAM,5772,DUE,48.1 kg,48.1
MDM008762,2025-11-19,SCH0597,KUMAR SUPPLIES,Rice,44.8,KILOGRAM,1792,PENDING,44.8 kg,44.8
MDM010486,2025-06-23,SCH0197,SHARMA TRADERS PVT LTD,Mustard Oil,0.948,BAGS,5688,Unknown,0.948,47.4
MDM010641,2025-11-05,SCH0064,SHARMA & SONS,Atta,17500.0,GRAM,525,PAID,17500,17.5
MDM008804,2025-04-26,SCH0423,SINGH BROTHERS,Pulses,10.2,KILOGRAM,,Unknown,10.2,10.2
MDM009550,2026-02-03,SCH0345,KUMAR GENERAL STORE,Pulses,52.3,KILOGRAM,4707,PENDING,52.3,52.3
MDM004149,2025-05-19,SCH0553,KUMAR & CO.,Rice,0.866,BAGS,1732,PAID,0.866,43.3
MDM000034,2025-04-06,SCH0352,SHARMA & SONS,Mustard Oil,32600.0,GRAM,3912,PENDING,32600,32.6
MDM007697,2025-05-21,SCH0424,GOYAL RICE MILL,Pulses,,,3951,PAID,,
MDM002311,2026-01-29,SCH0146,GOYAL ENTERPRISES,Mustard Oil,58900.0,GRAM,7068,DUE,58900,58.9
MDM002143,2025-02-12,SCH0299,KUMAR & CO.,Rice,0.8240000000000001,BAGS,1648,PENDING,0.8240000000000001,41.2
MDM009391,2025-12-02,SCH0226,SHARMA & SONS,Mustard Oil,0.266,KILOGRAM,1596,PENDING,0.266,13.3
MDM011455,2025-09-29,SCH0588,SHARMA & SONS,Wheat,,,843,PAID,,
MDM008537,2026-01-13,SCH0572,KUMAR GENERAL STORE,Rice,55.7,KILOGRAM,2228,PENDING,55.7,55.7
MDM000103,2025-06-15,SCH0194,SINGH BROTHERS,Mustard Oil,15.6,KILOGRAM,1872,DUE,15.6 kg,15.6
MDM003529,2026-01-18,SCH0288,GOYAL RICE MILL,Rice,47.6,KILOGRAM,1904,PAID,47.6,47.6
MDM010480,2025-06-18,SCH0180,GOYAL ENTERPRISES,Wheat,0.506,BAGS,759,Unknown,0.506,25.3
MDM005848,2026-03-14,SCH0436,SHARMA TRADERS,Pulses,46.4,KILOGRAM,4176,PAID,46.4,46.4
MDM008575,2025-10-04,SCH0137,KUMAR GENERAL STORE,Wheat,42100.0,GRAM,1263,PENDING,42100,42.1
MDM011890,2025-03-06,SCH0130,KUMAR GENERAL STORE,Pulses,0.964,BAGS,4338,PENDING,0.9640000000000001,48.199999999999996
MDM004491,2025-06-07,SCH0194,SINGH BROTHERS,Pulses,0.448,BAGS,2015,Unknown,0.448,22.400000000000002
MDM003147,2026-03-04,SCH0568,GOYAL MILL,Pulses,19.5,KILOGRAM,1755,PENDING,19.5 kg,19.5
MDM007681,2025-04-23,SCH0513,GOYAL ENTERPRISES,Rice,51.9,KILOGRAM,2076,PAID,51.9,51.9
MDM011079,2025-07-04,SCH0319,SHARMA TRADERS PVT LTD,Wheat,33.1,KILOGRAM,993,PAID,33.1,33.1
MDM002145,2026-03-15,SCH0428,SHARMA TRADERS PVT LTD,Pulses,38200.0,GRAM,3438,PENDING,38200,38.2
MDM004895,2025-06-27,SCH0257,SHARMA TRADERS,Mustard Oil,0.5820000000000001,BAGS,3492,CLEARED,0.5820000000000001,29.100000000000005
MDM001571,2025-08-13,SCH0036,KUMAR SUPPLIES,Mustard Oil,,,4536,Unknown,,
MDM010336,2025-05-25,SCH0148,SHARMA TRADERS,Rice,31900.0,GRAM,1276,PENDING,31900,31.9
MDM002577,2026-03-31,SCH0189,SINGH AGRO,Pulses,23900.0,GRAM,2151,PAID,23900,23.9
MDM007857,2025-10-07,SCH0297,KUMAR GENERAL STORE,Pulses,0.914,BAGS,4113,PENDING,0.914,45.7
MDM000539,2025-10-10,SCH0160,SHARMA TRADERS PVT LTD,Rice,50.6,KILOGRAM,2024,PENDING,50.6,50.6
MDM002240,2025-04-04,SCH0443,SHARMA TRADERS,Wheat,23.7,KILOGRAM,711,Unknown,23.7,23.7
MDM002445,2025-12-02,SCH0424,KUMAR GENERAL STORE,Pulses,,,5247,PAID,,
MDM010732,2026-02-18,SCH0434,SHARMA TRADERS PVT LTD,Mustard Oil,0.348,BAGS,2088,PENDING,0.348,17.4
MDM009988,2025-06-28,SCH0544,S. AGRO WORKS,Pulses,40200.0,GRAM,3618,PAID,40200,40.2
MDM000938,2025-11-04,SCH0288,GOYAL RICE MILL,Pulses,43.0,KILOGRAM,3870,PENDING,43,43.0
MDM000840,2025-09-11,SCH0053,SHARMA TRADERS,Rice,33.7,KILOGRAM,1348,PAID,33.7 kg,33.7
MDM003947,2025-10-24,SCH0447,KUMAR GENERAL STORE,Mustard Oil,18.6,KILOGRAM,2232,Unknown,18.6 kg,18.6
MDM004439,2025-08-27,SCH0297,SINGH BROTHERS,Mustard Oil,39.2,KILOGRAM,4704,PAID,39.2,39.2
MDM010713,2025-09-13,SCH0550,SINGH AGRO,Rice,,,2268,PAID,,
MDM005380,2025-08-07,SCH0192,S. AGRO WORKS,Rice,59100.0,GRAM,2364,CLEARED,59100,59.1
MDM004413,2026-12-02,SCH0329,SHARMA TRADERS,Mustard Oil,0.508,BAGS,3048,PAID,0.508,25.4
MDM007541,2025-02-08,SCH0413,GOYAL ENTERPRISES,Mustard Oil,59.0,KILOGRAM,7080,Unknown,59,59.0
MDM004784,2026-03-29,SCH0557,GOYAL MILL,Wheat,14.1,KILOGRAM,423,PENDING,14.1 kg,14.1
MDM002304,2025-12-11,SCH0498,KUMAR SUPPLIES,Mustard Oil,10.4,KILOGRAM,1248,DUE,10.4,10.4
MDM010919,2025-05-26,SCH0406,KUMAR GENERAL STORE,Rice,0.61,BAGS,1220,PAID,0.61,30.5
MDM006225,2026-03-05,SCH0551,GOYAL MILL,Pulses,27200.0,GRAM,2448,CLEARED,27200,27.2
MDM003350,2025-05-17,SCH0522,SINGH AGRO,Mustard Oil,0.728,BAGS,4368,CLEARED,0.728,36.4
MDM004036,2025-06-09,SCH0355,SHARMA TRADERS PVT LTD,Rice,,,1676,PAID,,
MDM005485,2025-06-29,SCH0422,GOYAL ENTERPRISES,Pulses,0.772,BAGS,3474,PENDING,0.772,38.6
MDM002983,2025-12-04,SCH0057,S. AGRO WORKS,Atta,16.7,KILOGRAM,501,CLEARED,16.7 kg,16.7
MDM011729,2026-06-03,SCH0311,S. AGRO WORKS,Pulses,1.032,KILOGRAM,4644,DUE,1.032,51.6
MDM008789,2026-03-12,SCH0368,GOYAL ENTERPRISES,Mustard Oil,10.1,KILOGRAM,1212,DUE,10.1 kg,10.1
MDM006065,2026-01-10,SCH0469,KUMAR & CO.,Mustard Oil,16300.0,GRAM,1956,CLEARED,16300,16.3
MDM011292,2026-03-03,SCH0018,SINGH AGRO,Mustard Oil,28.7,KILOGRAM,3444,Unknown,28.7,28.7
MDM002716,2026-03-30,SCH0094,KUMAR SUPPLIES,Wheat,0.906,KILOGRAM,1359,PAID,0.9059999999999999,45.300000000000004
MDM011275,2025-10-27,SCH0399,GOYAL ENTERPRISES,Atta,,,420,PAID,,
MDM011325,2025-04-29,SCH0510,GOYAL RICE MILL,Mustard Oil,10600.0,GRAM,,PENDING,10600,10.6
MDM011560,2025-12-11,SCH0037,GOYAL ENTERPRISES,Mustard Oil,23800.0,GRAM,2856,CLEARED,23800,23.8
MDM001784,2025-04-10,SCH0535,KUMAR SUPPLIES,Rice,33.9,KILOGRAM,1356,PAID,33.9 kg,33.9
MDM000358,2025-10-22,SCH0176,KUMAR SUPPLIES,Rice,,,2368,PENDING,,
MDM009283,2026-02-11,SCH0131,KUMAR & CO.,Mustard Oil,0.8420000000000001,KILOGRAM,5052,Unknown,0.8420000000000001,42.1
MDM003920,2026-03-05,SCH0098,GOYAL MILL,Pulses,1.194,BAGS,5373,Unknown,1.194,59.699999999999996
MDM005906,2025-09-18,SCH0406,GOYAL ENTERPRISES,Rice,0.5720000000000001,BAGS,1144,PAID,0.5720000000000001,28.6
MDM007170,2025-11-24,SCH0079,GOYAL RICE MILL,Pulses,,,2997,DUE,,
MDM010409,2026-01-24,SCH0317,KUMAR SUPPLIES,Wheat,57900.0,GRAM,1737,DUE,57900,57.9
MDM000748,2026-03-07,SCH0193,SHARMA & SONS,Pulses,20.2,KILOGRAM,1818,CLEARED,20.2 kg,20.2
MDM000725,2025-04-24,SCH0136,SHARMA & SONS,Rice,,,2384,CLEARED,,
MDM002255,2025-11-14,SCH0192,GOYAL RICE MILL,Wheat,19500.0,GRAM,585,DUE,19500,19.5
MDM000150,2025-05-07,SCH0535,S. AGRO WORKS,Pulses,24900.0,GRAM,2241,PENDING,24900,24.9
MDM006854,2025-07-21,SCH0386,GOYAL MILL,Mustard Oil,51700.0,GRAM,6204,PAID,51700,51.7
MDM004852,2026-01-03,SCH0307,SINGH BROTHERS,Mustard Oil,19.7,KILOGRAM,2364,PENDING,19.7 kg,19.7
MDM002146,2025-02-09,SCH0549,SINGH BROTHERS,Pulses,26.1,KILOGRAM,2349,Unknown,26.1,26.1
MDM009166,2025-07-13,SCH0421,SINGH AGRO,Pulses,43500.0,GRAM,3915,PAID,43500,43.5
MDM004124,2026-01-05,SCH0177,KUMAR SUPPLIES,Wheat,,,969,Unknown,,
MDM010438,2025-12-26,SCH0482,SHARMA TRADERS PVT LTD,Pulses,15.0,KILOGRAM,1350,Unknown,15,15.0
MDM010379,2026-01-10,SCH0554,SHARMA TRADERS PVT LTD,Wheat,1.144,BAGS,1716,PENDING,1.144,57.199999999999996
MDM001985,2025-06-28,SCH0004,KUMAR GENERAL STORE,Rice,56.8,KILOGRAM,2272,PENDING,56.8,56.8
MDM011804,2025-04-07,SCH0321,KUMAR GENERAL STORE,Rice,38.6,KILOGRAM,1544,PENDING,38.6,38.6
MDM008252,2025-07-09,SCH0175,KUMAR & CO.,Wheat,10.0,KILOGRAM,,PENDING,10,10.0
MDM005493,2025-06-13,SCH0567,KUMAR GENERAL STORE,Wheat,24.4,KILOGRAM,732,PAID,24.4 kg,24.4
MDM008773,2025-04-25,SCH0347,KUMAR & CO.,Rice,1.032,BAGS,2064,Unknown,1.032,51.6
MDM003657,2025-08-27,SCH0315,SHARMA & SONS,Mustard Oil,,,2820,PENDING,,
MDM006780,2025-10-11,SCH0349,GOYAL ENTERPRISES,Rice,36.7,KILOGRAM,1468,DUE,36.7 kg,36.7
MDM000334,2025-04-17,SCH0586,S. AGRO WORKS,Mustard Oil,0.244,BAGS,1464,CLEARED,0.244,12.2
MDM010159,2026-12-02,SCH0014,SHARMA & SONS,Rice,0.648,BAGS,1296,PENDING,0.648,32.4
MDM005710,2025-08-23,SCH0114,SHARMA & SONS,Rice,46.2,KILOGRAM,1848,Unknown,46.2,46.2
MDM006144,2026-04-02,SCH0365,GOYAL ENTERPRISES,Mustard Oil,57900.0,GRAM,6948,PAID,57900,57.9
MDM010070,2025-01-11,SCH0500,KUMAR SUPPLIES,Mustard Oil,42000.0,GRAM,5040,PENDING,42000,42.0
MDM007371,2026-03-22,SCH0384,KUMAR & CO.,Pulses,27400.0,GRAM,2466,Unknown,27400,27.4
MDM001702,2025-12-11,SCH0506,GOYAL ENTERPRISES,Mustard Oil,42.1,KILOGRAM,5052,DUE,42.1,42.1
MDM008114,2025-06-07,SCH0389,SHARMA & SONS,Rice,,,1996,DUE,,
MDM003525,2025-08-18,SCH0430,GOYAL MILL,Rice,14.0,KILOGRAM,560,Unknown,14,14.0
MDM007338,2025-12-17,SCH0238,SHARMA TRADERS,Mustard Oil,48.8,KILOGRAM,5856,CLEARED,48.8 kg,48.8
MDM004113,2025-10-15,SCH0412,SINGH BROTHERS,Pulses,0.442,BAGS,1989,DUE,0.442,22.1
MDM001359,2025-08-18,SCH0405,SINGH BROTHERS,Pulses,49.2,KILOGRAM,4428,PAID,49.2,49.2
MDM002272,2025-09-05,SCH0008,KUMAR & CO.,Rice,59.4,KILOGRAM,2376,CLEARED,59.4 kg,59.4
MDM009273,2026-01-27,SCH0113,KUMAR SUPPLIES,Wheat,,,501,PENDING,,
MDM005362,2025-08-15,SCH0059,KUMAR GENERAL STORE,Rice,39.9,KILOGRAM,1596,PAID,39.9,39.9
MDM006836,2026-01-29,SCH0251,SINGH AGRO,Pulses,56300.0,GRAM,5067,PENDING,56300,56.3
MDM006748,2026-02-17,SCH0017,SHARMA TRADERS,Rice,35600.0,GRAM,1424,Unknown,35600,35.6
MDM000291,2025-05-24,SCH0386,KUMAR GENERAL STORE,Mustard Oil,,,6864,PENDING,,
MDM011802,2025-04-24,SCH0122,SHARMA TRADERS,Rice,,,912,Unknown,,
MDM001262,2025-10-26,SCH0307,GOYAL MILL,Pulses,22.1,KILOGRAM,1989,Unknown,22.1,22.1
MDM008687,2026-02-18,SCH0349,SHARMA TRADERS PVT LTD,Rice,56300.0,GRAM,,DUE,56300,56.3
MDM000968,2025-05-05,SCH0500,SHARMA & SONS,Wheat,58.7,KILOGRAM,1761,Unknown,58.7 kg,58.7
MDM011792,2026-07-03,SCH0439,S. AGRO WORKS,Rice,39200.0,GRAM,,CLEARED,39200,39.2
MDM008465,2025-04-14,SCH0136,KUMAR SUPPLIES,Mustard Oil,0.722,BAGS,4332,PENDING,0.722,36.1
MDM005080,2026-03-09,SCH0506,SHARMA TRADERS PVT LTD,Mustard Oil,32.9,KILOGRAM,3948,PAID,32.9 kg,32.9
MDM004418,2026-01-17,SCH0303,SINGH BROTHERS,Mustard Oil,,,1404,PENDING,,
MDM005482,2026-02-19,SCH0483,SHARMA TRADERS PVT LTD,Rice,11.5,KILOGRAM,460,PAID,11.5,11.5
MDM000071,2026-03-01,SCH0410,S. AGRO WORKS,Rice,35.0,KILOGRAM,1400,CLEARED,35,35.0
MDM010191,2025-06-25,SCH0482,KUMAR GENERAL STORE,Pulses,22200.0,GRAM,1998,PENDING,22200,22.2
MDM007357,2026-03-04,SCH0326,SHARMA TRADERS,Wheat,,,1599,PAID,,
MDM006827,2026-02-09,SCH0581,GOYAL MILL,Mustard Oil,59.7,KILOGRAM,7164,PAID,59.7 kg,59.7
MDM008411,2026-09-03,SCH0432,GOYAL ENTERPRISES,Rice,31000.0,GRAM,1240,Unknown,31000,31.0
MDM009418,2025-04-05,SCH0328,GOYAL ENTERPRISES,Wheat,11.3,KILOGRAM,339,CLEARED,11.3,11.3
MDM001644,2026-06-02,SCH0477,SHARMA & SONS,Pulses,,,1863,CLEARED,,
MDM002866,2025-05-02,SCH0084,KUMAR & CO.,Wheat,0.7440000000000001,BAGS,1116,DUE,0.7440000000000001,37.2
MDM011854,2025-07-09,SCH0190,KUMAR SUPPLIES,Mustard Oil,0.5539999999999999,BAGS,3324,PENDING,0.5539999999999999,27.699999999999996
MDM003884,2026-02-24,SCH0200,GOYAL MILL,Wheat,49.8,KILOGRAM,1494,PAID,49.8 kg,49.8
MDM011580,2025-11-14,SCH0202,KUMAR GENERAL STORE,Mustard Oil,0.276,KILOGRAM,1656,CLEARED,0.276,13.8
MDM001079,2025-09-21,SCH0438,KUMAR GENERAL STORE,Mustard Oil,11.8,KILOGRAM,1416,CLEARED,11.8,11.8
MDM010357,2025-11-01,SCH0437,KUMAR SUPPLIES,Atta,0.84,KILOGRAM,1260,DUE,0.84,42.0
MDM003422,2025-04-11,SCH0154,KUMAR SUPPLIES,Pulses,0.8320000000000001,BAGS,3744,PAID,0.8320000000000001,41.6
MDM002999,2025-04-19,SCH0546,GOYAL MILL,Atta,0.638,BAGS,957,PENDING,0.638,31.900000000000002
MDM001158,2025-09-29,SCH0151,GOYAL MILL,Mustard Oil,,,1356,PAID,,
MDM006086,2025-04-18,SCH0027,SINGH BROTHERS,Atta,11100.0,GRAM,333,PENDING,11100,11.1
MDM010799,2025-12-22,SCH0113,S. AGRO WORKS,Wheat,,,1251,Unknown,,
MDM001237,2025-08-01,SCH0024,SINGH AGRO,Mustard Oil,45300.0,GRAM,5436,PAID,45300,45.3
MDM008338,2026-05-02,SCH0082,SHARMA TRADERS,Atta,18500.0,GRAM,555,CLEARED,18500,18.5
MDM002128,2025-04-07,SCH0122,GOYAL MILL,Pulses,,,5391,PENDING,,
MDM007387,2025-10-11,SCH0302,SINGH BROTHERS,Wheat,,,873,PENDING,,
MDM009084,2026-03-13,SCH0343,GOYAL ENTERPRISES,Mustard Oil,36800.0,GRAM,4416,PAID,36800,36.8
MDM000386,2025-06-10,SCH0390,GOYAL RICE MILL,Rice,49700.0,GRAM,1988,PENDING,49700,49.7
MDM004924,2025-11-02,SCH0036,KUMAR SUPPLIES,Pulses,0.858,BAGS,3861,CLEARED,0.858,42.9
MDM004342,2025-11-12,SCH0242,SHARMA & SONS,Rice,,,2200,PENDING,,
MDM005965,2026-01-18,SCH0242,SINGH BROTHERS,Pulses,54200.0,GRAM,4878,PENDING,54200,54.2
MDM004216,2025-06-28,SCH0333,GOYAL ENTERPRISES,Pulses,51.8,KILOGRAM,4662,PAID,51.8,51.8
MDM007079,2026-03-20,SCH0233,GOYAL ENTERPRISES,Rice,,,1620,PENDING,,
MDM003194,2025-04-26,SCH0183,KUMAR SUPPLIES,Pulses,0.632,KILOGRAM,2844,PAID,0.632,31.6
MDM003563,2025-10-17,SCH0157,SHARMA TRADERS PVT LTD,Rice,20.2,KILOGRAM,,PENDING,20.2,20.2
MDM005027,2025-11-24,SCH0205,SINGH BROTHERS,Pulses,22600.0,GRAM,2034,DUE,22600,22.6
MDM011076,2025-09-20,SCH0348,KUMAR GENERAL STORE,Wheat,,,675,PAID,,
MDM007509,2025-09-14,SCH0070,KUMAR SUPPLIES,Rice,14.6,KILOGRAM,584,PAID,14.6 kg,14.6
MDM001431,2026-01-12,SCH0135,SHARMA & SONS,Mustard Oil,22.1,KILOGRAM,2652,PAID,22.1 kg,22.1
MDM009569,2026-04-02,SCH0477,SINGH BROTHERS,Rice,,,2140,PAID,,
MDM005181,2025-05-10,SCH0084,GOYAL ENTERPRISES,Mustard Oil,41.6,KILOGRAM,4992,Unknown,41.6,41.6
MDM000048,2025-10-26,SCH0504,SINGH BROTHERS,Pulses,23500.0,GRAM,2115,DUE,23500,23.5
MDM001003,2026-03-23,SCH0551,SINGH BROTHERS,Rice,1.044,KILOGRAM,2088,PENDING,1.044,52.2
MDM007220,2025-04-11,SCH0042,SHARMA TRADERS PVT LTD,Mustard Oil,0.772,BAGS,,PAID,0.772,38.6
MDM002617,2025-06-09,SCH0325,KUMAR & CO.,Pulses,50900.0,GRAM,4581,CLEARED,50900,50.9
MDM004093,2025-09-02,SCH0409,KUMAR & CO.,Rice,,,528,DUE,,
MDM010568,2025-09-19,SCH0405,GOYAL RICE MILL,Pulses,15100.0,GRAM,1359,CLEARED,15100,15.1
MDM005145,2026-12-01,SCH0276,GOYAL RICE MILL,Mustard Oil,28300.0,GRAM,3396,DUE,28300,28.3
MDM003828,2025-06-13,SCH0237,SHARMA & SONS,Atta,0.496,BAGS,744,Unknown,0.496,24.8
MDM000222,2025-10-04,SCH0176,SHARMA TRADERS PVT LTD,Pulses,18600.0,GRAM,1674,PAID,18600,18.6
MDM000534,2025-05-01,SCH0009,S. AGRO WORKS,Rice,14200.0,GRAM,568,Unknown,14200,14.2
MDM003955,2025-10-16,SCH0600,GOYAL ENTERPRISES,Wheat,19.7,KILOGRAM,591,PENDING,19.7,19.7
MDM009659,2025-07-31,SCH0481,GOYAL ENTERPRISES,Mustard Oil,20.6,KILOGRAM,2472,CLEARED,20.6 kg,20.6
MDM003234,2025-02-11,SCH0376,GOYAL MILL,Mustard Oil,0.496,BAGS,2976,DUE,0.496,24.8
MDM000612,2025-10-18,SCH0209,GOYAL MILL,Mustard Oil,57000.0,GRAM,6840,PAID,57000,57.0
MDM002520,2025-04-26,SCH0080,KUMAR GENERAL STORE,Wheat,50.8,KILOGRAM,1524,PAID,50.8 kg,50.8
MDM002341,2025-09-23,SCH0500,KUMAR GENERAL STORE,Wheat,32.3,KILOGRAM,969,PENDING,32.3,32.3
MDM000102,2025-04-04,SCH0316,KUMAR & CO.,Pulses,40.5,KILOGRAM,3645,CLEARED,40.5,40.5
MDM011108,2025-05-21,SCH0323,SINGH AGRO,Pulses,39.7,KILOGRAM,3573,DUE,39.7,39.7
MDM008269,2025-06-24,SCH0390,KUMAR & CO.,Wheat,33.1,KILOGRAM,993,PENDING,33.1,33.1
MDM009749,2026-03-21,SCH0396,SINGH BROTHERS,Mustard Oil,0.662,BAGS,3972,PAID,0.662,33.1
MDM010640,2026-03-18,SCH0597,S. AGRO WORKS,Mustard Oil,56.9,KILOGRAM,6828,CLEARED,56.9,56.9
MDM011340,2025-04-19,SCH0151,SHARMA & SONS,Wheat,11.9,KILOGRAM,357,PENDING,11.9,11.9
MDM010470,2025-08-27,SCH0576,KUMAR SUPPLIES,Rice,39500.0,GRAM,1580,PENDING,39500,39.5
MDM004711,2025-04-26,SCH0306,GOYAL MILL,Atta,42.5,KILOGRAM,1275,PAID,42.5,42.5
MDM002378,2026-01-08,SCH0517,KUMAR SUPPLIES,Pulses,12.0,KILOGRAM,1080,Unknown,12,12.0
MDM002689,2025-07-28,SCH0394,KUMAR SUPPLIES,Wheat,,,1578,PAID,,
MDM003974,2025-11-30,SCH0312,GOYAL RICE MILL,Rice,19.1,KILOGRAM,764,PAID,19.1,19.1
MDM003007,2025-02-10,SCH0502,SINGH BROTHERS,Pulses,52900.0,GRAM,4761,PAID,52900,52.9
MDM003298,2025-10-15,SCH0525,SHARMA TRADERS,Pulses,53.6,KILOGRAM,4824,PAID,53.6 kg,53.6
MDM011074,2025-08-05,SCH0120,GOYAL RICE MILL,Wheat,,,999,CLEARED,,
MDM007365,2025-04-19,SCH0133,S. AGRO WORKS,Pulses,55.0,KILOGRAM,4950,DUE,55.0 kg,55.0
MDM010392,2025-07-07,SCH0048,SINGH AGRO,Wheat,27.7,KILOGRAM,831,Unknown,27.7,27.7
MDM005279,2025-04-30,SCH0354,SINGH BROTHERS,Mustard Oil,38.1,KILOGRAM,4572,PENDING,38.1 kg,38.1
